,Country,Year,Sex,Age,Suicides_no,Population,Suicides/100k_pop,Country-year,Hdi_for_year,Gdp_for_year($),Gdp_per_capita($),Generation,num_gen_column
13078,Italy,2009,male,35-54 years,1058,9147783,11.57,Italy2009,,"2,185,160,183,384",38101,Boomers,1
13079,Italy,2009,male,25-34 years,332,3939821,8.43,Italy2009,,"2,185,160,183,384",38101,Generation X,1
13080,Italy,2009,male,15-24 years,144,3121458,4.61,Italy2009,,"2,185,160,183,384",38101,Millenials,1
13081,Italy,2009,female,55-74 years,289,7103819,4.07,Italy2009,,"2,185,160,183,384",38101,Silent,0
13082,Italy,2009,female,75+ years,149,3710834,4.02,Italy2009,,"2,185,160,183,384",38101,Silent,0
13083,Italy,2009,female,35-54 years,329,9209165,3.57,Italy2009,,"2,185,160,183,384",38101,Boomers,0
13084,Italy,2009,female,25-34 years,70,3872976,1.81,Italy2009,,"2,185,160,183,384",38101,Generation X,0
13085,Italy,2009,female,15-24 years,42,2969603,1.41,Italy2009,,"2,185,160,183,384",38101,Millenials,0
13086,Italy,2009,male,5-14 years,6,2886464,0.21,Italy2009,,"2,185,160,183,384",38101,Generation Z,1
13087,Italy,2009,female,5-14 years,2,2725983,0.07,Italy2009,,"2,185,160,183,384",38101,Generation Z,0
13088,Italy,2010,male,75+ years,591,2295316,25.75,Italy2010,0.869,"2,125,058,244,243",36869,Silent,1
13089,Italy,2010,male,55-74 years,944,6491779,14.54,Italy2010,0.869,"2,125,058,244,243",36869,Silent,1
13090,Italy,2010,male,35-54 years,1098,9238959,11.88,Italy2010,0.869,"2,125,058,244,243",36869,Generation X,1
13091,Italy,2010,male,25-34 years,341,3839282,8.88,Italy2010,0.869,"2,125,058,244,243",36869,Generation X,1
13092,Italy,2010,male,15-24 years,144,3116429,4.62,Italy2010,0.869,"2,125,058,244,243",36869,Millenials,1
13093,Italy,2010,female,75+ years,161,3782232,4.26,Italy2010,0.869,"2,125,058,244,243",36869,Silent,0
13094,Italy,2010,female,55-74 years,294,7158216,4.11,Italy2010,0.869,"2,125,058,244,243",36869,Silent,0
13095,Italy,2010,female,35-54 years,292,9323044,3.13,Italy2010,0.869,"2,125,058,244,243",36869,Generation X,0
13096,Italy,2010,female,25-34 years,82,3781490,2.17,Italy2010,0.869,"2,125,058,244,243",36869,Generation X,0
13097,Italy,2010,female,15-24 years,31,2961065,1.05,Italy2010,0.869,"2,125,058,244,243",36869,Millenials,0
13098,Italy,2010,male,5-14 years,10,2906335,0.34,Italy2010,0.869,"2,125,058,244,243",36869,Generation Z,1
13099,Italy,2010,female,5-14 years,1,2743696,0.04,Italy2010,0.869,"2,125,058,244,243",36869,Generation Z,0
13100,Italy,2011,male,75+ years,664,2321431,28.6,Italy2011,0.873,"2,276,292,404,601",40210,Silent,1
13101,Italy,2011,male,55-74 years,1000,6475532,15.44,Italy2011,0.873,"2,276,292,404,601",40210,Boomers,1
13102,Italy,2011,male,35-54 years,1137,9024678,12.6,Italy2011,0.873,"2,276,292,404,601",40210,Generation X,1
13103,Italy,2011,male,25-34 years,316,3578660,8.83,Italy2011,0.873,"2,276,292,404,601",40210,Millenials,1
13104,Italy,2011,male,15-24 years,169,3033825,5.57,Italy2011,0.873,"2,276,292,404,601",40210,Millenials,1
13105,Italy,2011,female,75+ years,162,3786565,4.28,Italy2011,0.873,"2,276,292,404,601",40210,Silent,0
13106,Italy,2011,female,55-74 years,294,7136949,4.12,Italy2011,0.873,"2,276,292,404,601",40210,Boomers,0
13107,Italy,2011,female,35-54 years,303,9218793,3.29,Italy2011,0.873,"2,276,292,404,601",40210,Generation X,0
13108,Italy,2011,female,25-34 years,59,3576333,1.65,Italy2011,0.873,"2,276,292,404,601",40210,Millenials,0
13109,Italy,2011,female,15-24 years,43,2887985,1.49,Italy2011,0.873,"2,276,292,404,601",40210,Millenials,0
13110,Italy,2011,male,5-14 years,4,2864380,0.14,Italy2011,0.873,"2,276,292,404,601",40210,Generation Z,1
13111,Italy,2011,female,5-14 years,2,2705018,0.07,Italy2011,0.873,"2,276,292,404,601",40210,Generation Z,0
13112,Italy,2012,male,75+ years,604,2382354,25.35,Italy2012,0.872,"2,072,823,157,060",36497,Silent,1
13113,Italy,2012,male,55-74 years,993,6523579,15.22,Italy2012,0.872,"2,072,823,157,060",36497,Boomers,1
13114,Italy,2012,male,35-54 years,1215,9068194,13.4,Italy2012,0.872,"2,072,823,157,060",36497,Generation X,1
13115,Italy,2012,male,25-34 years,329,3519920,9.35,Italy2012,0.872,"2,072,823,157,060",36497,Millenials,1
13116,Italy,2012,male,15-24 years,179,3031610,5.9,Italy2012,0.872,"2,072,823,157,060",36497,Millenials,1
13117,Italy,2012,female,75+ years,175,3849653,4.55,Italy2012,0.872,"2,072,823,157,060",36497,Silent,0
13118,Italy,2012,female,55-74 years,317,7188550,4.41,Italy2012,0.872,"2,072,823,157,060",36497,Boomers,0
13119,Italy,2012,female,35-54 years,325,9251393,3.51,Italy2012,0.872,"2,072,823,157,060",36497,Generation X,0
13120,Italy,2012,female,25-34 years,68,3504130,1.94,Italy2012,0.872,"2,072,823,157,060",36497,Millenials,0
13121,Italy,2012,female,15-24 years,44,2883565,1.53,Italy2012,0.872,"2,072,823,157,060",36497,Millenials,0
13122,Italy,2012,female,5-14 years,4,2718455,0.15,Italy2012,0.872,"2,072,823,157,060",36497,Generation Z,0
13123,Italy,2012,male,5-14 years,4,2873682,0.14,Italy2012,0.872,"2,072,823,157,060",36497,Generation Z,1
13124,Italy,2013,male,75+ years,625,2471260,25.29,Italy2013,0.873,"2,130,491,320,659",37050,Silent,1
13125,Italy,2013,male,55-74 years,1039,6636981,15.65,Italy2013,0.873,"2,130,491,320,659",37050,Boomers,1
13126,Italy,2013,male,35-54 years,1162,9207071,12.62,Italy2013,0.873,"2,130,491,320,659",37050,Generation X,1
13127,Italy,2013,male,25-34 years,342,3500820,9.77,Italy2013,0.873,"2,130,491,320,659",37050,Millenials,1
13128,Italy,2013,male,15-24 years,147,3051918,4.82,Italy2013,0.873,"2,130,491,320,659",37050,Millenials,1
13129,Italy,2013,female,75+ years,181,3943123,4.59,Italy2013,0.873,"2,130,491,320,659",37050,Silent,0
13130,Italy,2013,female,55-74 years,333,7290449,4.57,Italy2013,0.873,"2,130,491,320,659",37050,Boomers,0
13131,Italy,2013,female,35-54 years,335,9372465,3.57,Italy2013,0.873,"2,130,491,320,659",37050,Generation X,0
13132,Italy,2013,female,25-34 years,66,3469280,1.9,Italy2013,0.873,"2,130,491,320,659",37050,Millenials,0
13133,Italy,2013,female,15-24 years,49,2892351,1.69,Italy2013,0.873,"2,130,491,320,659",37050,Millenials,0
13134,Italy,2013,male,5-14 years,7,2915569,0.24,Italy2013,0.873,"2,130,491,320,659",37050,Generation Z,1
13135,Italy,2013,female,5-14 years,4,2752044,0.15,Italy2013,0.873,"2,130,491,320,659",37050,Generation Z,0
13136,Italy,2014,male,75+ years,670,2566489,26.11,Italy2014,0.873,"2,151,732,868,243",37035,Silent,1
13137,Italy,2014,male,55-74 years,947,6738488,14.05,Italy2014,0.873,"2,151,732,868,243",37035,Boomers,1
13138,Italy,2014,male,35-54 years,1123,9296191,12.08,Italy2014,0.873,"2,151,732,868,243",37035,Generation X,1
13139,Italy,2014,male,25-34 years,300,3494152,8.59,Italy2014,0.873,"2,151,732,868,243",37035,Millenials,1
13140,Italy,2014,male,15-24 years,170,3066963,5.54,Italy2014,0.873,"2,151,732,868,243",37035,Millenials,1
13141,Italy,2014,female,35-54 years,371,9446533,3.93,Italy2014,0.873,"2,151,732,868,243",37035,Generation X,0
13142,Italy,2014,female,75+ years,158,4042740,3.91,Italy2014,0.873,"2,151,732,868,243",37035,Silent,0
13143,Italy,2014,female,55-74 years,275,7381373,3.73,Italy2014,0.873,"2,151,732,868,243",37035,Boomers,0
13144,Italy,2014,female,25-34 years,75,3445649,2.18,Italy2014,0.873,"2,151,732,868,243",37035,Millenials,0
13145,Italy,2014,female,15-24 years,46,2894944,1.59,Italy2014,0.873,"2,151,732,868,243",37035,Millenials,0
13146,Italy,2014,female,5-14 years,7,2778922,0.25,Italy2014,0.873,"2,151,732,868,243",37035,Generation Z,0
13147,Italy,2014,male,5-14 years,5,2948232,0.17,Italy2014,0.873,"2,151,732,868,243",37035,Generation Z,1
13148,Italy,2015,male,75+ years,669,2646587,25.28,Italy2015,,"1,832,868,490,534",31537,Silent,1
13149,Italy,2015,male,55-74 years,934,6795801,13.74,Italy2015,,"1,832,868,490,534",31537,Boomers,1
13150,Italy,2015,male,35-54 years,1063,9239883,11.5,Italy2015,,"1,832,868,490,534",31537,Generation X,1
13151,Italy,2015,male,25-34 years,271,3451808,7.85,Italy2015,,"1,832,868,490,534",31537,Millenials,1
13152,Italy,2015,male,15-24 years,161,3057509,5.27,Italy2015,,"1,832,868,490,534",31537,Millenials,1
13153,Italy,2015,female,55-74 years,303,7434895,4.08,Italy2015,,"1,832,868,490,534",31537,Boomers,0
13154,Italy,2015,female,75+ years,156,4115435,3.79,Italy2015,,"1,832,868,490,534",31537,Silent,0
13155,Italy,2015,female,35-54 years,320,9386928,3.41,Italy2015,,"1,832,868,490,534",31537,Generation X,0
13156,Italy,2015,female,25-34 years,64,3394610,1.89,Italy2015,,"1,832,868,490,534",31537,Millenials,0
13157,Italy,2015,female,15-24 years,34,2874645,1.18,Italy2015,,"1,832,868,490,534",31537,Millenials,0
13158,Italy,2015,male,5-14 years,7,2944182,0.24,Italy2015,,"1,832,868,490,534",31537,Generation Z,1
13159,Italy,2015,female,5-14 years,6,2775414,0.22,Italy2015,,"1,832,868,490,534",31537,Generation Z,0
14792,Latvia,1995,male,55-74 years,239,203600,117.39,Latvia1995,0.67,"5,788,368,511",2438,Silent,1
14793,Latvia,1995,male,35-54 years,339,311700,108.76,Latvia1995,0.67,"5,788,368,511",2438,Boomers,1
14794,Latvia,1995,male,75+ years,33,31100,106.11,Latvia1995,0.67,"5,788,368,511",2438,G.I. Generation,1
14795,Latvia,1995,male,25-34 years,146,183200,79.69,Latvia1995,0.67,"5,788,368,511",2438,Generation X,1
14796,Latvia,1995,female,75+ years,34,88400,38.46,Latvia1995,0.67,"5,788,368,511",2438,G.I. Generation,0
14797,Latvia,1995,male,15-24 years,65,171900,37.81,Latvia1995,0.67,"5,788,368,511",2438,Generation X,1
14798,Latvia,1995,female,35-54 years,81,346900,23.35,Latvia1995,0.67,"5,788,368,511",2438,Boomers,0
14799,Latvia,1995,female,55-74 years,61,317700,19.2,Latvia1995,0.67,"5,788,368,511",2438,Silent,0
14800,Latvia,1995,female,25-34 years,12,178000,6.74,Latvia1995,0.67,"5,788,368,511",2438,Generation X,0
14801,Latvia,1995,female,15-24 years,10,166300,6.01,Latvia1995,0.67,"5,788,368,511",2438,Generation X,0
14802,Latvia,1995,male,5-14 years,3,191800,1.56,Latvia1995,0.67,"5,788,368,511",2438,Millenials,1
14803,Latvia,1995,female,5-14 years,1,184100,0.54,Latvia1995,0.67,"5,788,368,511",2438,Millenials,0
14804,Latvia,1996,male,55-74 years,219,205100,106.78,Latvia1996,,"5,970,044,666",2526,Silent,1
14805,Latvia,1996,male,75+ years,31,30700,100.98,Latvia1996,,"5,970,044,666",2526,G.I. Generation,1
14806,Latvia,1996,male,35-54 years,305,310400,98.26,Latvia1996,,"5,970,044,666",2526,Boomers,1
14807,Latvia,1996,male,25-34 years,116,181700,63.84,Latvia1996,,"5,970,044,666",2526,Generation X,1
14808,Latvia,1996,male,15-24 years,66,169500,38.94,Latvia1996,,"5,970,044,666",2526,Generation X,1
14809,Latvia,1996,female,75+ years,24,88100,27.24,Latvia1996,,"5,970,044,666",2526,G.I. Generation,0
14810,Latvia,1996,female,35-54 years,72,345200,20.86,Latvia1996,,"5,970,044,666",2526,Boomers,0
14811,Latvia,1996,female,55-74 years,61,319600,19.09,Latvia1996,,"5,970,044,666",2526,Silent,0
14812,Latvia,1996,female,25-34 years,18,175500,10.26,Latvia1996,,"5,970,044,666",2526,Generation X,0
14813,Latvia,1996,female,15-24 years,6,164100,3.66,Latvia1996,,"5,970,044,666",2526,Generation X,0
14814,Latvia,1996,male,5-14 years,4,190700,2.1,Latvia1996,,"5,970,044,666",2526,Millenials,1
14815,Latvia,1996,female,5-14 years,0,182800,0.0,Latvia1996,,"5,970,044,666",2526,Millenials,0
14816,Latvia,1997,male,75+ years,35,30900,113.27,Latvia1997,,"6,525,676,264",2771,G.I. Generation,1
14817,Latvia,1997,male,55-74 years,201,206400,97.38,Latvia1997,,"6,525,676,264",2771,Silent,1
14818,Latvia,1997,male,35-54 years,295,310700,94.95,Latvia1997,,"6,525,676,264",2771,Boomers,1
14819,Latvia,1997,male,25-34 years,108,180100,59.97,Latvia1997,,"6,525,676,264",2771,Generation X,1
14820,Latvia,1997,male,15-24 years,65,168500,38.58,Latvia1997,,"6,525,676,264",2771,Generation X,1
14821,Latvia,1997,female,75+ years,30,89500,33.52,Latvia1997,,"6,525,676,264",2771,G.I. Generation,0
14822,Latvia,1997,female,55-74 years,63,320000,19.69,Latvia1997,,"6,525,676,264",2771,Silent,0
14823,Latvia,1997,female,35-54 years,57,344200,16.56,Latvia1997,,"6,525,676,264",2771,Boomers,0
14824,Latvia,1997,female,25-34 years,18,172900,10.41,Latvia1997,,"6,525,676,264",2771,Generation X,0
14825,Latvia,1997,female,15-24 years,9,163400,5.51,Latvia1997,,"6,525,676,264",2771,Generation X,0
14826,Latvia,1997,female,5-14 years,3,180100,1.67,Latvia1997,,"6,525,676,264",2771,Millenials,0
14827,Latvia,1997,male,5-14 years,2,188000,1.06,Latvia1997,,"6,525,676,264",2771,Millenials,1
14828,Latvia,1998,male,35-54 years,309,312200,98.98,Latvia1998,,"7,174,985,107",3061,Boomers,1
14829,Latvia,1998,male,75+ years,27,31100,86.82,Latvia1998,,"7,174,985,107",3061,G.I. Generation,1
14830,Latvia,1998,male,55-74 years,174,206400,84.3,Latvia1998,,"7,174,985,107",3061,Silent,1
14831,Latvia,1998,male,25-34 years,105,178200,58.92,Latvia1998,,"7,174,985,107",3061,Generation X,1
14832,Latvia,1998,male,15-24 years,58,169800,34.16,Latvia1998,,"7,174,985,107",3061,Generation X,1
14833,Latvia,1998,female,75+ years,24,91900,26.12,Latvia1998,,"7,174,985,107",3061,G.I. Generation,0
14834,Latvia,1998,female,35-54 years,61,344600,17.7,Latvia1998,,"7,174,985,107",3061,Boomers,0
14835,Latvia,1998,female,55-74 years,47,317300,14.81,Latvia1998,,"7,174,985,107",3061,Silent,0
14836,Latvia,1998,female,15-24 years,14,165000,8.48,Latvia1998,,"7,174,985,107",3061,Generation X,0
14837,Latvia,1998,female,25-34 years,14,169800,8.24,Latvia1998,,"7,174,985,107",3061,Generation X,0
14838,Latvia,1998,male,5-14 years,5,182700,2.74,Latvia1998,,"7,174,985,107",3061,Millenials,1
14839,Latvia,1998,female,5-14 years,1,175100,0.57,Latvia1998,,"7,174,985,107",3061,Millenials,0
14840,Latvia,1999,male,75+ years,31,31600,98.1,Latvia1999,,"7,533,187,605",3228,G.I. Generation,1
14841,Latvia,1999,male,55-74 years,172,205100,83.86,Latvia1999,,"7,533,187,605",3228,Silent,1
14842,Latvia,1999,male,35-54 years,255,314600,81.06,Latvia1999,,"7,533,187,605",3228,Boomers,1
14843,Latvia,1999,male,25-34 years,94,176600,53.23,Latvia1999,,"7,533,187,605",3228,Generation X,1
14844,Latvia,1999,female,75+ years,29,94900,30.56,Latvia1999,,"7,533,187,605",3228,G.I. Generation,0
14845,Latvia,1999,male,15-24 years,40,172300,23.22,Latvia1999,,"7,533,187,605",3228,Generation X,1
14846,Latvia,1999,female,55-74 years,56,313200,17.88,Latvia1999,,"7,533,187,605",3228,Silent,0
14847,Latvia,1999,female,35-54 years,61,346100,17.62,Latvia1999,,"7,533,187,605",3228,Boomers,0
14848,Latvia,1999,female,15-24 years,13,167800,7.75,Latvia1999,,"7,533,187,605",3228,Generation X,0
14849,Latvia,1999,female,25-34 years,11,167600,6.56,Latvia1999,,"7,533,187,605",3228,Generation X,0
14850,Latvia,1999,male,5-14 years,1,175500,0.57,Latvia1999,,"7,533,187,605",3228,Millenials,1
14851,Latvia,1999,female,5-14 years,0,168100,0.0,Latvia1999,,"7,533,187,605",3228,Millenials,0
14852,Latvia,2000,male,75+ years,37,31135,118.84,Latvia2000,0.727,"7,937,758,980",3494,G.I. Generation,1
14853,Latvia,2000,male,35-54 years,265,306512,86.46,Latvia2000,0.727,"7,937,758,980",3494,Boomers,1
14854,Latvia,2000,male,55-74 years,175,203290,86.08,Latvia2000,0.727,"7,937,758,980",3494,Silent,1
14855,Latvia,2000,male,25-34 years,83,161888,51.27,Latvia2000,0.727,"7,937,758,980",3494,Generation X,1
14856,Latvia,2000,female,75+ years,31,97263,31.87,Latvia2000,0.727,"7,937,758,980",3494,G.I. Generation,0
14857,Latvia,2000,male,15-24 years,53,173170,30.61,Latvia2000,0.727,"7,937,758,980",3494,Generation X,1
14858,Latvia,2000,female,55-74 years,58,307216,18.88,Latvia2000,0.727,"7,937,758,980",3494,Silent,0
14859,Latvia,2000,female,35-54 years,39,339942,11.47,Latvia2000,0.727,"7,937,758,980",3494,Boomers,0
14860,Latvia,2000,female,25-34 years,15,161770,9.27,Latvia2000,0.727,"7,937,758,980",3494,Generation X,0
14861,Latvia,2000,female,15-24 years,8,166955,4.79,Latvia2000,0.727,"7,937,758,980",3494,Generation X,0
14862,Latvia,2000,male,5-14 years,5,164874,3.03,Latvia2000,0.727,"7,937,758,980",3494,Millenials,1
14863,Latvia,2000,female,5-14 years,1,158092,0.63,Latvia2000,0.727,"7,937,758,980",3494,Millenials,0
14864,Latvia,2001,male,55-74 years,165,199825,82.57,Latvia2001,,"8,350,252,966",3724,Silent,1
14865,Latvia,2001,male,35-54 years,252,305252,82.55,Latvia2001,,"8,350,252,966",3724,Boomers,1
14866,Latvia,2001,male,75+ years,22,31641,69.53,Latvia2001,,"8,350,252,966",3724,Silent,1
14867,Latvia,2001,male,25-34 years,85,160466,52.97,Latvia2001,,"8,350,252,966",3724,Generation X,1
14868,Latvia,2001,female,75+ years,29,100320,28.91,Latvia2001,,"8,350,252,966",3724,Silent,0
14869,Latvia,2001,male,15-24 years,44,173897,25.3,Latvia2001,,"8,350,252,966",3724,Millenials,1
14870,Latvia,2001,female,55-74 years,47,300986,15.62,Latvia2001,,"8,350,252,966",3724,Silent,0
14871,Latvia,2001,female,35-54 years,42,338359,12.41,Latvia2001,,"8,350,252,966",3724,Boomers,0
14872,Latvia,2001,female,25-34 years,13,160340,8.11,Latvia2001,,"8,350,252,966",3724,Generation X,0
14873,Latvia,2001,female,15-24 years,6,167768,3.58,Latvia2001,,"8,350,252,966",3724,Millenials,0
14874,Latvia,2001,male,5-14 years,3,154873,1.94,Latvia2001,,"8,350,252,966",3724,Millenials,1
14875,Latvia,2001,female,5-14 years,0,148500,0.0,Latvia2001,,"8,350,252,966",3724,Millenials,0
14876,Latvia,2002,male,35-54 years,229,303155,75.54,Latvia2002,,"9,546,441,564",4311,Boomers,1
14877,Latvia,2002,male,75+ years,24,33070,72.57,Latvia2002,,"9,546,441,564",4311,Silent,1
14878,Latvia,2002,male,55-74 years,140,196893,71.1,Latvia2002,,"9,546,441,564",4311,Silent,1
14879,Latvia,2002,male,25-34 years,71,158594,44.77,Latvia2002,,"9,546,441,564",4311,Generation X,1
14880,Latvia,2002,male,15-24 years,53,175356,30.22,Latvia2002,,"9,546,441,564",4311,Millenials,1
14881,Latvia,2002,female,75+ years,26,103384,25.15,Latvia2002,,"9,546,441,564",4311,Silent,0
14882,Latvia,2002,female,55-74 years,59,296380,19.91,Latvia2002,,"9,546,441,564",4311,Silent,0
14883,Latvia,2002,female,35-54 years,43,336675,12.77,Latvia2002,,"9,546,441,564",4311,Boomers,0
14884,Latvia,2002,female,25-34 years,14,158474,8.83,Latvia2002,,"9,546,441,564",4311,Generation X,0
14885,Latvia,2002,female,15-24 years,7,169582,4.13,Latvia2002,,"9,546,441,564",4311,Millenials,0
14886,Latvia,2002,male,5-14 years,4,144604,2.77,Latvia2002,,"9,546,441,564",4311,Millenials,1
14887,Latvia,2002,female,5-14 years,0,138317,0.0,Latvia2002,,"9,546,441,564",4311,Millenials,0
14888,Latvia,2003,male,75+ years,34,35172,96.67,Latvia2003,,"11,748,433,157",5364,Silent,1
14889,Latvia,2003,male,35-54 years,204,300736,67.83,Latvia2003,,"11,748,433,157",5364,Boomers,1
14890,Latvia,2003,male,55-74 years,125,194721,64.19,Latvia2003,,"11,748,433,157",5364,Silent,1
14891,Latvia,2003,male,25-34 years,72,157209,45.8,Latvia2003,,"11,748,433,157",5364,Generation X,1
14892,Latvia,2003,male,15-24 years,44,177321,24.81,Latvia2003,,"11,748,433,157",5364,Millenials,1
14893,Latvia,2003,female,75+ years,22,106496,20.66,Latvia2003,,"11,748,433,157",5364,Silent,0
14894,Latvia,2003,female,55-74 years,41,292959,14.0,Latvia2003,,"11,748,433,157",5364,Silent,0
14895,Latvia,2003,female,35-54 years,35,334360,10.47,Latvia2003,,"11,748,433,157",5364,Boomers,0
14896,Latvia,2003,female,25-34 years,14,156812,8.93,Latvia2003,,"11,748,433,157",5364,Generation X,0
14897,Latvia,2003,female,15-24 years,9,171186,5.26,Latvia2003,,"11,748,433,157",5364,Millenials,0
14898,Latvia,2003,male,5-14 years,3,134548,2.23,Latvia2003,,"11,748,433,157",5364,Millenials,1
14899,Latvia,2003,female,5-14 years,1,128691,0.78,Latvia2003,,"11,748,433,157",5364,Millenials,0
14900,Latvia,2004,male,75+ years,28,36908,75.86,Latvia2004,,"14,373,269,156",6644,Silent,1
14901,Latvia,2004,male,55-74 years,136,193166,70.41,Latvia2004,,"14,373,269,156",6644,Silent,1
14902,Latvia,2004,male,35-54 years,191,297946,64.11,Latvia2004,,"14,373,269,156",6644,Boomers,1
14903,Latvia,2004,male,25-34 years,60,155780,38.52,Latvia2004,,"14,373,269,156",6644,Generation X,1
14904,Latvia,2004,female,75+ years,25,108979,22.94,Latvia2004,,"14,373,269,156",6644,Silent,0
14905,Latvia,2004,male,15-24 years,40,178336,22.43,Latvia2004,,"14,373,269,156",6644,Millenials,1
14906,Latvia,2004,female,55-74 years,38,290735,13.07,Latvia2004,,"14,373,269,156",6644,Silent,0
14907,Latvia,2004,female,25-34 years,13,154752,8.4,Latvia2004,,"14,373,269,156",6644,Generation X,0
14908,Latvia,2004,female,35-54 years,23,330282,6.96,Latvia2004,,"14,373,269,156",6644,Boomers,0
14909,Latvia,2004,female,15-24 years,7,171538,4.08,Latvia2004,,"14,373,269,156",6644,Millenials,0
14910,Latvia,2004,male,5-14 years,2,125144,1.6,Latvia2004,,"14,373,269,156",6644,Millenials,1
14911,Latvia,2004,female,5-14 years,0,119911,0.0,Latvia2004,,"14,373,269,156",6644,Millenials,0
14912,Latvia,2005,male,35-54 years,182,295853,61.52,Latvia2005,0.806,"16,922,504,045",7916,Boomers,1
14913,Latvia,2005,male,55-74 years,114,191534,59.52,Latvia2005,0.806,"16,922,504,045",7916,Silent,1
14914,Latvia,2005,male,25-34 years,81,154334,52.48,Latvia2005,0.806,"16,922,504,045",7916,Generation X,1
14915,Latvia,2005,male,75+ years,19,38514,49.33,Latvia2005,0.806,"16,922,504,045",7916,Silent,1
14916,Latvia,2005,female,75+ years,31,111427,27.82,Latvia2005,0.806,"16,922,504,045",7916,Silent,0
14917,Latvia,2005,male,15-24 years,45,178042,25.27,Latvia2005,0.806,"16,922,504,045",7916,Millenials,1
14918,Latvia,2005,female,55-74 years,44,288859,15.23,Latvia2005,0.806,"16,922,504,045",7916,Silent,0
14919,Latvia,2005,female,35-54 years,32,326705,9.79,Latvia2005,0.806,"16,922,504,045",7916,Boomers,0
14920,Latvia,2005,female,15-24 years,6,170913,3.51,Latvia2005,0.806,"16,922,504,045",7916,Millenials,0
14921,Latvia,2005,male,5-14 years,4,117087,3.42,Latvia2005,0.806,"16,922,504,045",7916,Millenials,1
14922,Latvia,2005,female,25-34 years,5,152448,3.28,Latvia2005,0.806,"16,922,504,045",7916,Generation X,0
14923,Latvia,2005,female,5-14 years,1,112115,0.89,Latvia2005,0.806,"16,922,504,045",7916,Millenials,0
14924,Latvia,2006,male,75+ years,28,40228,69.6,Latvia2006,,"21,447,021,570",10139,Silent,1
14925,Latvia,2006,male,35-54 years,167,294935,56.62,Latvia2006,,"21,447,021,570",10139,Boomers,1
14926,Latvia,2006,male,55-74 years,102,190032,53.68,Latvia2006,,"21,447,021,570",10139,Silent,1
14927,Latvia,2006,male,25-34 years,61,153004,39.87,Latvia2006,,"21,447,021,570",10139,Generation X,1
14928,Latvia,2006,male,15-24 years,49,176712,27.73,Latvia2006,,"21,447,021,570",10139,Millenials,1
14929,Latvia,2006,female,75+ years,22,114051,19.29,Latvia2006,,"21,447,021,570",10139,Silent,0
14930,Latvia,2006,female,55-74 years,27,286922,9.41,Latvia2006,,"21,447,021,570",10139,Silent,0
14931,Latvia,2006,female,35-54 years,22,324446,6.78,Latvia2006,,"21,447,021,570",10139,Boomers,0
14932,Latvia,2006,female,25-34 years,8,149998,5.33,Latvia2006,,"21,447,021,570",10139,Generation X,0
14933,Latvia,2006,female,15-24 years,1,169332,0.59,Latvia2006,,"21,447,021,570",10139,Millenials,0
14934,Latvia,2006,female,5-14 years,0,105387,0.0,Latvia2006,,"21,447,021,570",10139,Millenials,0
14935,Latvia,2006,male,5-14 years,0,110168,0.0,Latvia2006,,"21,447,021,570",10139,Millenials,1
14936,Latvia,2007,male,75+ years,39,41634,93.67,Latvia2007,,"30,901,399,261",14758,Silent,1
14937,Latvia,2007,male,35-54 years,143,294462,48.56,Latvia2007,,"30,901,399,261",14758,Boomers,1
14938,Latvia,2007,male,55-74 years,85,188774,45.03,Latvia2007,,"30,901,399,261",14758,Silent,1
14939,Latvia,2007,male,25-34 years,58,152449,38.05,Latvia2007,,"30,901,399,261",14758,Generation X,1
14940,Latvia,2007,female,75+ years,27,116189,23.24,Latvia2007,,"30,901,399,261",14758,Silent,0
14941,Latvia,2007,male,15-24 years,32,174288,18.36,Latvia2007,,"30,901,399,261",14758,Millenials,1
14942,Latvia,2007,female,55-74 years,27,285141,9.47,Latvia2007,,"30,901,399,261",14758,Silent,0
14943,Latvia,2007,female,35-54 years,26,321956,8.08,Latvia2007,,"30,901,399,261",14758,Boomers,0
14944,Latvia,2007,female,25-34 years,7,148231,4.72,Latvia2007,,"30,901,399,261",14758,Generation X,0
14945,Latvia,2007,female,15-24 years,6,166758,3.6,Latvia2007,,"30,901,399,261",14758,Millenials,0
14946,Latvia,2007,female,5-14 years,2,99706,2.01,Latvia2007,,"30,901,399,261",14758,Generation Z,0
14947,Latvia,2007,male,5-14 years,1,104290,0.96,Latvia2007,,"30,901,399,261",14758,Generation Z,1
14948,Latvia,2008,male,75+ years,34,42462,80.07,Latvia2008,,"35,596,016,664",17217,Silent,1
14949,Latvia,2008,male,55-74 years,118,187587,62.9,Latvia2008,,"35,596,016,664",17217,Silent,1
14950,Latvia,2008,male,35-54 years,161,292840,54.98,Latvia2008,,"35,596,016,664",17217,Boomers,1
14951,Latvia,2008,male,25-34 years,74,151948,48.7,Latvia2008,,"35,596,016,664",17217,Generation X,1
14952,Latvia,2008,male,15-24 years,39,168486,23.15,Latvia2008,,"35,596,016,664",17217,Millenials,1
14953,Latvia,2008,female,75+ years,27,117905,22.9,Latvia2008,,"35,596,016,664",17217,Silent,0
14954,Latvia,2008,female,55-74 years,32,282972,11.31,Latvia2008,,"35,596,016,664",17217,Silent,0
14955,Latvia,2008,female,35-54 years,25,318667,7.85,Latvia2008,,"35,596,016,664",17217,Boomers,0
14956,Latvia,2008,female,25-34 years,8,147186,5.44,Latvia2008,,"35,596,016,664",17217,Generation X,0
